id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
911125364532165926,Private Basement Suite in Central Moncton,519316648,Kemi,Westmorland,Moncton,46.10335420000001,-64.8203812,Entire home/apt,135,1,43,2024-07-29,2.33,1,16,22,
911346166561552294,Budget friendly near Moncton Hospital - Horizon Rm,324988232,Lynn,Westmorland,Moncton,46.10906,-64.80532,Private room,59,1,132,2024-11-17,7.12,3,208,81,
911437409316999690,Beach house Oasis,519377898,Adrian Frederick,Westmorland,Shediac,46.2258146,-64.3153319,Entire home/apt,,7,17,2023-09-24,0.92,1,0,0,
911462238954917036,Seascape Retreat Shediac,519385609,Charles,Westmorland,Shediac,46.23805,-64.5163,Entire home/apt,,3,12,2024-08-25,0.65,1,0,7,
911636316577162840,Cozy lovely built 2bedroom close to Airport &lake,519446721,Sk,Saint John,City of Saint John,45.3082484,-65.9815768,Entire home/apt,85,1,36,2024-09-24,2.03,1,58,31,
911775869327761963,Newly built chalet!,178321091,Dave,York,Bright,46.1197933,-67.1015233,Entire home/apt,205,2,0,,,1,167,0,
911781749382960456,Waterfront charm! Chalet directement sur rivière,275627555,Sylvie,Kent,Saint Mary,46.43007,-64.80015999999999,Entire home/apt,230,3,41,2024-10-13,2.28,1,110,21,
911836531125921870,Aboiteau cottages min from beach,278617793,Mathieu,Westmorland,Shediac,46.2258174,-64.3148958,Entire home/apt,350,2,6,2024-08-28,0.35,2,188,4,
911856902444581850,Rustic Hideaway,226358625,Cody,Kings,Rothesay,45.41649,-65.89825,Entire home/apt,265,1,37,2024-11-10,1.99,2,170,21,
912325901564173781,Our House by the Sea,519626593,Matthew,Kent,Dundas,46.29208,-64.56216,Entire home/apt,,6,6,2024-08-11,0.34,1,0,2,
912446657237240148,Paradise on the lake,206902984,Tracy,York,North Lake,45.85934,-67.67323999999999,Entire home/apt,250,2,22,2024-09-15,1.24,1,186,12,
913161693155777025,Sunrise Heaven on the Straight,161756096,Corey,Kent,Dundas,46.3410205,-64.5273194,Entire home/apt,,4,6,2024-08-27,0.35,1,0,2,
913238671027361878,Central | king bed |Close to UNB,230958093,Jessica,York,Fredericton,45.9513899,-66.6520558,Entire home/apt,165,2,70,2024-12-15,3.84,10,129,46,
913726576743348875,Logement de vacances à Néguac,519999835,Denise,Northumberland,Alnwick,47.24846,-65.09463,Entire home/apt,160,1,37,2024-12-12,2.06,1,350,25,
913953280228108006,PrimeStay - University Avenue 2,411969310,Corinne,Westmorland,Moncton,46.09589,-64.7839,Entire home/apt,152,2,0,,,17,157,0,
